ning,peng,zhao,cai
63.611666666666665,67.61166666666668,55.584999999999994,188.35166666666672
4.1825,7.2524999999999995,8.6325,220.59250000000003
14.65,27.373333333333335,18.85333333333333,90.48333333333333
48.175,159.175,65.885,62.885000000000005
